city_ascii,lat,lng,population
Ubungo,-6.7889,39.2056,1086912
Yicheng,31.3600,119.8150,1082929
Richmond,37.5295,-77.4756,1081248
Kisangani,0.5167,25.2000,1081000
Ezhou,30.3914,114.8949,1079353
Astana,51.1472,71.4222,1078362
Zhufeng,36.0000,119.4167,1078178
Nezahualcoyotl,19.4081,-99.0186,1077208
Nouakchott,18.0858,-15.9785,1077169
Haora,22.5800,88.3294,1077075
Tongjin,37.2333,127.2000,1076369
Ranchi,23.3600,85.3300,1073440
Ciudad Nezahualcoyotl,19.4006,-99.0148,1072676
Gwalior,26.2125,78.1775,1069276
Ottawa,45.4247,-75.6950,1068821
Haicheng,40.8824,122.6852,1067905
Jianguang,28.1958,115.7833,1065641
Goyang,37.6500,126.8000,1061929
Sendai,38.2682,140.8694,1061177
Xibeijie,39.7334,98.4943,1055706
Chandigarh,30.7500,76.7800,1055450
Voronezh,51.6717,39.2106,1051995
Managua,12.1364,-86.2514,1051236
Zhongwei,37.5002,105.1968,1046000
Jiancheng,30.3800,104.5300,1045900
Mersin,36.8000,34.6333,1040507
Shouguang,36.8570,118.7910,1039205
Liangshi,27.2600,111.7442,1038416
Sao Luis,-2.5300,-44.3028,1037775
Jodhpur,26.2800,73.0200,1033918
Memphis,35.1087,-89.9663,1033394
Matola,-25.9667,32.4667,1032197
Ogbomoso,8.1333,4.2500,1032000
Sanya,18.2533,109.5036,1031396
Rangapukur,25.5206,89.2147,1031388
Ashgabat,37.9375,58.3800,1030063
Enugu,6.5000,7.5000,1029400
Linhai,28.8500,121.1167,1028813
Perm,58.0000,56.3167,1026908
Shubra al Khaymah,30.1286,31.2422,1025569
Monrovia,6.3133,-10.8014,1021762
Islamabad,33.6931,73.0639,1014825
Xinyi,22.3549,110.9468,1013900
Thu Duc,10.8266,106.7609,1013795
Aqchah,36.9114,66.1858,1012000
Odesa,46.4920,30.7081,1010537
Raipur,21.2444,81.6306,1010087
Namangan,41.0011,71.6683,1010000
Changwon,35.2708,128.6631,1009998
Arequipa,-16.3989,-71.5369,1008290
Tshikapa,-6.4167,20.8000,1006387
Volgograd,48.7086,44.5147,1004763
Morelia,19.7683,-101.1894,1002461
Kota,25.1800,75.8300,1001694
Quetta,30.1833,67.0000,1001205
Oklahoma City,35.4676,-97.5136,1000207
Domaa-Ahenkro,7.2739,-2.8735,1000000
Bareilly,28.3667,79.4306,1000000
Liaoyuan,42.8880,125.1447,996903
Stockholm,59.3275,18.0547,995574
Bordeaux,44.8400,-0.5800,994920
Taixing,32.1590,120.0290,990200
Lilongwe,-13.9669,33.7873,989318
Port-au-Prince,18.5425,-72.3386,987310
Esenyurt,41.0342,28.6800,983571
Pekanbaru,0.5092,101.4453,983356
Bogor,-6.5966,106.7972,982469
Ciudad Guayana,8.3667,-62.6500,978202
Chiba,35.6073,140.1064,975014
Kirkuk,35.4667,44.4000,975000
Shuizhai,33.4658,114.8753,973197
Qianxi,27.0087,106.0323,970700
Hartford,41.7661,-72.6834,969171
Dnipro,48.4675,35.0400,968502
Baishan,41.9440,126.4147,968373
Narayanganj,23.6167,90.5000,967951
Gqeberha,-33.9581,25.6000,967677
Huilong,31.8700,121.7030,967313
Malaga,36.7194,-4.4200,967250
Marrakech,31.6300,-8.0089,966987
Louisville,38.1663,-85.6485,965005
Cebu City,10.3200,123.7500,964169
Asmara,15.3358,38.9411,963000
Coimbatore,11.0008,76.9633,959823
Maceio,-9.6658,-35.7350,957916
Nada,19.5209,109.5808,954259
Fangchenggang,21.6867,108.3547,953300
Solapur,17.6800,75.9200,951558
Freetown,8.4833,-13.2331,951000
Kaiyuan,36.0193,113.8600,950939
Buffalo,42.9018,-78.8487,949547
Santo Domingo Este,18.4855,-69.8734,948855
Vientiane,17.9800,102.6300,948487
Kermanshah,34.3369,47.0911,946651
Kibanseke Premiere,-4.4419,15.3950,946372
Seberang Jaya,5.3909,100.4104,946092
Sale,34.0333,-6.8000,945101
Hubli,15.3502,75.1376,943788
El Alto,-16.5047,-68.1633,943000
Cankaya,39.9244,32.8856,942553
Hwasu-dong,37.1997,126.8314,941489
Yingcheng,24.2100,113.4010,941325
Fort Worth,32.7817,-97.3474,941311
Setagaya,35.6466,139.6532,940071
Kecioren,40.0000,32.8667,939279
Luocheng,22.7689,111.5697,936931
Jerusalem,31.7789,35.2256,936425
Khartoum North,15.6333,32.6333,936349
Meishan,34.1670,112.8440,936000
Mushin,6.5333,3.3500,935400
Trujillo,-8.1120,-79.0288,935147
Kitakyushu,33.8833,130.8833,935084
Aguascalientes,21.8760,-102.2960,934424
Khulna,22.8167,89.5500,928891
Chihuahua,28.6369,-106.0769,925762
Bridgeport,41.1918,-73.1954,921660
Xin'an,34.2860,118.3550,920628
Mysore,12.3086,76.6531,920550
Kashgar,39.4681,75.9938,920000
Songnam,37.4333,127.1500,918771
New Orleans,30.0687,-89.9288,918752
Trichinopoly,10.7903,78.7047,916857
Cartagena,10.4000,-75.5000,914552
Qingzhou,36.6853,118.4796,914047
Naples,40.8358,14.2486,913462
Santiago del Estero,-27.7833,-64.2667,911506
Naucalpan de Juarez,19.4753,-99.2378,910407
Masbate,12.2700,123.5800,908920
Owerri,5.4850,7.0350,908109
Taishan,22.2520,112.7940,907744
Jiaozhou,36.2647,120.0334,907500
Wuchuan,21.4410,110.7790,907354
Wafangdian,39.6271,121.9796,905082
La Plata,-34.9211,-57.9544,904789
Bobo-Dioulasso,11.1833,-4.2833,903887
Ad Dammam,26.4333,50.1000,903312
Hanchuan,30.6667,113.8333,903296
Quzhou,28.9702,118.8593,902767
Donetsk,48.0028,37.8053,901645
Ashmun,30.2974,30.9764,901191
Bunia,1.5667,30.2500,900666
Wuchang,44.9240,127.1580,897705
Sao Goncalo,-22.8269,-43.0539,896744
Hengzhou,22.6799,109.2614,896099
Feicheng,36.1861,116.7719,894115
Bucaramanga,7.1333,-73.0000,893040
Cazenga,-8.8214,13.2911,892401
Merida,20.9667,-89.6167,892363
Hegang,47.3501,130.2980,891271
Osmangazi,40.1983,29.0600,891250
Moradabad,28.8319,78.7764,889810
Bangui,4.3733,18.5628,889231
Abeokuta,7.1608,3.3483,888924
Cancun,21.1606,-86.8475,888797
Zaoyang,32.1290,112.7720,888794
Dongtai,32.7950,120.5190,888410
Antipolo,14.5842,121.1763,887399
Taguig City,14.5200,121.0500,886722
Tabuk,28.3972,36.5789,886036
Xishan,27.6461,113.4970,885987
Zhoushan,29.9856,122.2074,882932
Panama City,8.9711,-79.5347,880691
Tucson,32.1541,-110.8787,879871
Yichun,47.7280,128.8410,878881
As Sulaymaniyah,35.5500,45.4333,878146
Klang,3.0223,101.5481,878000
Tiruppur,11.1085,77.3411,877778
Marseille,43.2964,5.3700,877215
Gurgaon,28.4560,77.0290,876824
Yangchun,22.1704,111.7916,875896
Ar Ramadi,33.4258,43.2992,874543
Hai'an,32.5350,120.5630,874334
Jalandhar,31.3260,75.5762,873725
Daye,30.0961,114.9804,871214
Zhongxiang,31.1680,112.5880,868897
Gaomi,36.3833,119.7500,868715
Teresina,-5.0903,-42.8167,868075
Lhasa,29.6534,91.1719,867891
Ipoh,4.6000,101.0650,866772
Saltillo,25.4231,-100.9919,864431
Aden,12.8000,45.0333,863000
El Paso,31.8476,-106.4300,862494
Gongzhuling,43.5053,124.8224,862313
Lianyuan,27.6920,111.6640,862099
Ikeja,6.6000,3.3500,861300
Tyumen,57.1500,65.5333,861100
Cochabamba,-17.3883,-66.1597,856198
Portsmouth,50.8058,-1.0872,855679
Southampton,50.9025,-1.4042,855569
Hermosillo,29.0989,-110.9542,855563
Cheongju,36.6333,127.4833,852018
Shache,38.4261,77.2500,851374
Thanh Hoa,19.8075,105.7764,850000
Macheng,31.1730,115.0080,849090
Akure,7.2500,5.1950,847903
Ilorin,8.5000,4.5500,847582
Erbil,36.1911,44.0094,846000
Kathmandu,27.7100,85.3200,845767
Turin,45.0792,7.6761,841600
Anqiu,36.4780,119.2190,840553
Yuci,37.6823,112.7281,840000
Dehui,44.5350,125.7030,839786
Pietermaritzburg,-29.6167,30.3833,839327
Durban,-29.8833,31.0500,838634
Saratov,51.5300,46.0350,838042
Bhubaneshwar,20.2700,85.8400,837737
Yushu,44.8260,126.5500,836098
Joao Pessoa,-7.1200,-34.8800,833932
Samarinda,-0.5000,117.1378,831460
Omaha,41.2627,-96.0529,826161
Qingping,34.5390,113.3910,826031
Rongjiawan,29.1500,113.1024,826000
Weichanglu,37.1792,119.9333,824708
Sakai,34.5733,135.4831,824408
Eskisehir,39.7767,30.5206,820568
Renqiu,38.6860,116.0840,816401
Wutong,30.6333,120.5333,815848
Barcelona,10.1403,-64.6833,815141
Wu'an,36.6970,114.2040,811631
Sao Bernardo do Campo,-23.6939,-46.5650,810729
McAllen,26.2252,-98.2467,810034
Narela,28.8500,77.1000,809913
Bhayandar,19.2900,72.8500,809378
Culiacan,24.8069,-107.3939,808416
N'Djamena,12.1053,15.0447,807000
Xiashi,30.5333,120.6833,806966
Cucuta,7.8942,-72.5039,806378
Danyang,32.0000,119.5860,806300
Dongyang,29.2667,120.2167,804398
Krakow,50.0614,19.9372,804237
Oran,35.6969,-0.6331,803329
Pasig City,14.5605,121.0765,803159
Thessaloniki,40.6403,22.9356,802572
Blantyre,-15.7861,35.0058,800264
Palermo,2.8917,-75.4375,800000
Qamdo,31.1430,97.1700,798067
Karimnagar,18.4386,79.1288,797447
Libreville,0.3901,9.4544,797003
Hejian,38.4466,116.0995,795198
Seyhan,36.9831,35.3328,795012
Laiyang,36.9758,120.7136,794986
Queretaro,20.5875,-100.3928,794789
Wuxi,26.5800,111.8410,791939
Yiyang,26.4221,112.3999,790676
Niigata,37.9161,139.0364,790646
Vinh,18.6667,105.6667,790000
Puxi,35.2125,114.7350,789300
Hempstead,40.6629,-73.6089,789177
Hamamatsu,34.7108,137.7275,788211
Zijinglu,34.7667,112.9667,785242
Kumila,35.2500,73.5000,784711
Xingyi,25.0920,104.8955,783120
Xingcheng,24.1347,115.7300,779411
Birmingham,33.5279,-86.7971,778756
Ailan Mubage,43.9080,81.2777,778047
Lubango,-14.9167,13.5000,776249
Frankfurt,50.1106,8.6822,775790
Homs,34.7319,36.7181,775404
Bilbao,43.2569,-2.9236,775000
San Luis Potosi,22.1511,-100.9761,772828
Bucheon,37.5000,126.7833,772450
Fuyang,30.0553,119.9500,771000
Korla,41.7259,86.1746,770000
Khujand,40.2833,69.6333,770000
Hamhung,39.9167,127.5333,768551
Erzurum,39.9086,41.2769,767848
Albuquerque,35.1054,-106.6465,767499
Zagreb,45.8131,15.9772,767131
Al `Ayn,24.2075,55.7447,766936
Dodoma,-6.1731,35.7419,765179
Pikine,14.7440,-17.4021,764597
Patiala,30.3400,76.3800,763280
Bahawalpur,29.3956,71.6836,762111
Qingnian,36.8494,115.7061,760781
Sanhe,40.0167,117.0833,760107
Kaduna,10.5167,7.4333,760084
Winnipeg,49.8844,-97.1464,758515
Baardheere,2.3447,42.2764,755500
Shishgarh,28.7200,79.3200,753815
Leping,28.9780,117.1520,753787
Colombo,6.9167,79.8333,752993
Nerima,35.7356,139.6517,752608
Natal,-5.7950,-35.2089,751300
Lichuan,30.2910,108.9364,750670
Pendik,40.8747,29.2350,750435
Gdansk,54.3475,18.6453,749786
Licheng,31.4306,119.4788,749522
Santo Andre,-23.6533,-46.5280,748919
Andijon,40.7833,72.3333,747800
Gaalkacyo,6.7697,47.4308,745000
Ota-ku,35.5614,139.7161,744849
Thiruvananthapuram,8.5241,76.9366,743691
Nampula,-15.1167,39.2667,743000
Zhuanghe,39.6810,122.9670,742496
Kyaukse,21.6131,96.1303,741071
Tulsa,36.1283,-95.9042,740620
Chengguan,35.4623,113.8054,740435
Bagcilar,41.0344,28.8564,740069
Bouake,7.6833,-5.0331,740000
Cabinda,-5.5600,12.1900,739182
Kumamoto,32.8031,130.7078,738385
Kerman,30.2625,57.0575,738374
Lingbao Chengguanzhen,34.5176,110.8942,736300
Orumiyeh,37.5439,45.0647,736224
Quebec City,46.8139,-71.2081,733156
Taihe,30.8710,105.3880,732380
Yanggok,37.6333,127.2167,732376
Zhongba,31.7710,104.7550,731343
Osogbo,7.7667,4.5667,731000
Sizhan,38.9846,106.3828,730400
Suohe,34.7833,113.3500,730135
Xiangxiang,27.7186,112.5502,730103
Hamilton,43.2567,-79.8692,729560
Songyang,34.4553,113.0253,729332
Cagayan de Oro,8.4800,124.6500,728402
Qian'an,39.9990,118.7010,728160
Shuangqiao,35.0670,112.6020,727265
Chaohucun,31.6244,117.8902,727162
Manama,26.2233,50.5875,727000
Zouping,36.8630,117.7430,726722
Charleston,32.8168,-79.9687,726389
Uvira,-3.4000,29.1500,726000
Durgapur,23.5500,87.3200,726000
An Najaf,32.0290,44.3396,724700
Fresno,36.7830,-119.7939,724547
Cencheng,22.9167,111.0000,724364
Umraniye,41.0311,29.1081,723760
Sorocaba,-23.5019,-47.4578,723574
Guli,28.9000,120.0333,723490
Sagamihara,35.5667,139.3667,722973
Laixi,36.8667,120.5333,720103
Okayama,34.6500,133.9167,720043
Concepcion,-36.8282,-73.0514,719944
San Pedro Sula,15.5062,-88.0249,719064
Mississauga,43.6000,-79.6500,717961
Changsha,22.3773,112.6982,717700
Lviv,49.8425,24.0322,717273
Shihezi,44.3054,86.0804,717000
Valenzuela,14.7000,120.9800,714978
Huambo,-12.7767,15.7347,713134
Xichang,27.8944,102.2644,712434
Guangshui,31.6170,113.8260,710900
Zaporizhzhia,47.8500,35.1175,710052
Bhiwandi,19.2967,73.0631,709665
Gaoyou,32.8450,119.5080,709572
Chengxiang,31.5640,121.1740,709500
Bhilwara,25.3500,74.6300,709483
Oslo,59.9133,10.7389,709037
George Town,5.4136,100.3294,708127
Bristol,51.4536,-2.5975,707412
Zunhua,40.1890,117.9660,707047
Saharanpur,29.9639,77.5458,705478
Yenimahalle,39.9719,32.8119,704652
Warangal,17.9689,79.5941,704570
Nampo,38.7356,125.4089,703317
Dasmarinas,14.3300,120.9400,703141
Shiliguri,26.7100,88.4300,701489
Boosaaso,11.2800,49.1800,700906
Parachinar,33.9000,70.1000,700000
Latakia,35.5400,35.7800,700000
Tongchuan,34.8970,108.9450,698322
Xindi,29.8270,113.4760,698188
Edogawa,35.7000,139.8833,697932
General Santos,6.1200,125.1700,697315
Hamah,35.1503,36.7300,696863
Rochester,43.1680,-77.6162,694707
Bauchi,10.5000,10.0000,693700
Salem,11.6500,78.1500,693236
Sinnuris,29.4072,30.8667,692701
Cocody,5.3351,-4.0039,692583
Lokoja,7.8019,6.7442,692050
Guadalupe,25.6775,-100.2597,691931
Selcuklu,37.8814,32.4922,690667
Karbala',32.6167,44.0333,690100
Borvayeh-ye Al Bu `Aziz,31.6283,48.6147,690000
City of Paranaque,14.5008,120.9915,689992
Taihecun,45.7710,131.0030,689611
Mamak,39.9422,32.9231,687535
Jianshe,34.2137,113.7629,687130
Zaragoza,41.6500,-0.8833,686986
Shishi,24.7167,118.7000,685930
Shizuoka,34.9756,138.3828,685589
Agege,6.6219,3.3258,683600
Mar del Plata,-38.0000,-57.5500,682605
Adachi,35.7833,139.8000,682326
Pontianak,-0.0206,109.3414,680880
Rasht,37.2744,49.5889,679995
Xigaze,29.2500,88.8833,679771
Cotonou,6.3667,2.4333,679012
Tasikmalaya,-7.3161,108.1975,678027
Kochi,9.9312,76.2673,677381
Soledad,10.9167,-74.7500,676014
Shanhu,29.6000,120.8167,675226
Gothenburg,57.7075,11.9675,674529
Acapulco de Juarez,16.8636,-99.8825,673478
Gorakhpur,26.7637,83.4039,673446
Bahar,34.9078,48.4394,673405
Wroclaw,51.1100,17.0325,672929
Murcia,37.9861,-1.1303,672773
Pinghu,30.7000,121.0167,671326
Guankou,30.9880,103.6470,671200
Lodz,51.7769,19.4547,670642
Yatou,37.1653,122.4867,670251
Denpasar,-8.6717,115.2339,670210
Guntur,16.3008,80.4428,670073
Tolyatti,53.5089,49.4222,667956
Dayton,39.7805,-84.2003,667936
Ch'ongjin,41.7833,129.7667,667929
Zhaodong,46.0510,125.9620,666532
Puyang Chengguanzhen,35.7004,114.9800,666322
Bulawayo,-20.1700,28.5800,665952
Aracaju,-10.9111,-37.0717,664908
Bacoor,14.4624,120.9645,664625
Rotterdam,51.9200,4.4800,664311
Tlaquepaque,20.6167,-103.3167,664193
Villavicencio,4.1500,-73.6333,664148
Campo Grande,-20.4686,-54.6222,663621
Jingcheng,32.0090,120.2630,663408
Makhachkala,42.9825,47.5050,662660
Banjarmasin,-3.3200,114.5925,662230
Kitwe,-12.8167,28.2000,661901
Catia La Mar,10.6000,-67.0333,661897
Nneyi-Umuleri,6.3333,6.8333,660821
Al Hufuf,25.3608,49.5997,660788
Dali,25.6811,100.3003,660300
Jalingo,8.9000,11.3667,660213
Sargodha,32.0836,72.6711,659862
Karaikandi,24.8309,92.6143,659260
Ch'onan,36.8100,127.1475,656583
Brampton,43.6833,-79.7667,656480
Cape Coral,26.6443,-81.9957,656464
Haldwani,29.2200,79.5200,656000
Abomey-Calavi,6.4486,2.3556,655965
Yildirim,40.1100,29.0821,655856
Dhulia,20.8997,74.7697,655603
Zhongshu,27.7919,106.4013,655300
Durango,24.0250,-104.6675,654876
Songzi,30.1740,111.7570,654762
Tondo,14.6170,120.9670,654220
Dayrut,27.5564,30.8106,653847
Tlalnepantla,19.5367,-99.1947,653410
Xiping,25.6005,103.8166,652604
Osasco,-23.5328,-46.7919,652593
Hue,16.4619,107.5955,652572
San Jose del Monte,14.8139,121.0453,651813
Denizli,37.7833,29.0964,651200
Maturin,9.7500,-63.1830,647459
Honcho,35.6946,139.9826,644668
Wuxue,29.8440,115.5610,644247
Bhavnagar,21.7600,72.1500,643382
Jinghong,22.0090,100.7970,642737
Wugang,26.7266,110.6319,640181
Sha Tin,22.3802,114.1898,640000
Provo,40.2457,-111.6457,639820
Chisinau,47.0228,28.8353,639000
Petaling Jaya,3.0833,101.6500,638516
Colorado Springs,38.8674,-104.7605,638421
Tallinn,59.4372,24.7453,638076
Noida,28.57,77.32,637272
Las Palmas,28.1258,-15.4353,635000
Mission Viejo,33.6096,-117.6551,634674
Bhangar,22.5800,88.4200,634107
Allentown,40.5961,-75.4756,632175
Benghazi,32.1167,20.0667,631555
Chuxiong,25.0330,101.5459,631530
Dusseldorf,51.2256,6.7767,631217
Palermo,38.1157,13.3613,630167
Baton Rouge,30.4420,-91.1311,630063
Makati City,14.5567,121.0214,629616
Ndola,-12.9689,28.6325,627503
Tukh,30.3549,31.2011,627290
Glasgow,55.8611,-4.2500,626410
Bazal'tove,50.6765,26.1600,625543
Al Qatif,26.5196,50.0115,625092
Bhilai,21.2100,81.3800,624700
Mangalore,12.8717,74.8425,623841
Kaihua,23.3870,104.2330,623772
Irkutsk,52.2892,104.2800,623736
Ogden,41.2279,-111.9682,623688
Meilan,19.9990,110.4030,623667
Ansan,37.3167,126.8333,623256
Barnaul,53.3486,83.7764,623057
Bazhou,39.1333,116.3833,622975
Turpan,42.9512,89.1895,622903
Jos,9.9167,8.8903,622802
Langzhong,31.5580,106.0050,622667
Qufu,35.5819,116.9862,621971
Al Mansurah,31.0500,31.3833,621953
Tengyue,25.0167,98.4833,620000
Leipzig,51.3400,12.3750,619879
Halwan,29.8493,31.3327,619293
Tan An,10.9050,106.6994,618984
Port-Bouet,5.2568,-3.9630,618795
Izhevsk,56.8333,53.1833,618776
Knoxville,35.9692,-83.9496,618226
Jurong,31.9460,119.1640,617706
Arusha,-3.3667,36.6833,617631
Bihta,25.5619,84.8700,617427
Yuhuan,28.1277,121.2288,616346
Khabarovsk,48.4833,135.0833,615570
Etimesgut,39.9458,32.6694,614891
Changping,40.2248,116.1944,614821
Chimalhuacan,19.4131,-98.9839,614453
Kandahar,31.6200,65.7158,614254
Oujda-Angad,34.6867,-1.9114,614000
Ruiming,25.8860,116.0270,613894
Serang,-6.1200,106.1503,613356
Ulyanovsk,54.3167,48.3667,613334
Shenzhou,38.0020,115.5600,613000
Jambi,-1.5900,103.6100,612162
Hasanpur,28.7200,78.2800,611533
Grand Rapids,42.9619,-85.6562,611480
Yukarikaraman,36.9167,30.6833,608675
Kuantan,3.8300,103.3200,607778
Gold Coast,-28.0167,153.4000,607665
Kawaguchi,35.8077,139.7241,607373
Dashiqiao,40.6167,122.5167,607098
Las Pinas City,14.4500,120.9800,606293
Cuttack,20.5236,85.7881,606007
San Miguel de Tucuman,-26.8167,-65.2167,605767
Ar Rayyan,25.2500,51.4000,605712
Riga,56.9475,24.1069,605273
Columbia,34.0378,-80.9036,605083
Salimpur,26.3000,83.9167,604483
Malanje,-9.5333,16.3500,604215
Kryvyi Rih,47.9100,33.3900,603904
Djibouti,11.5944,43.1481,603900
Zhuozhou,39.4850,115.9740,603535
Tianchang,32.6811,119.0137,602840
Albany,42.6664,-73.7987,602242
Bacolod,10.6765,122.9509,600783
Garoua,9.3000,13.4000,600000
Bamenda,5.9614,10.1517,600000
Bafoussam,5.4667,10.4167,600000
Haifa,32.8192,34.9992,600000
Raurkela,22.2492,84.8828,600000
Tunis,36.8064,10.1817,599368
Tumkur,13.3400,77.1000,599078
Balikpapan,-1.2768,116.8277,598043
Somolu,6.5408,3.3872,597400
Sanliurfa,37.1583,38.7917,596637
Dortmund,51.5139,7.4653,595471
Al Mukalla,14.5333,49.1333,594951
Xinji,37.9430,115.2180,594628
Melikgazi,38.7167,35.5000,594344
Kagoshima,31.5969,130.5572,593754
Wenchang,31.0358,116.9367,593629
Sihui,23.3265,112.7338,593400
Irapuato,20.6667,-101.3500,592953
Dublin,53.3497,-6.2603,592713
Al Mahallah al Kubra,30.9667,31.1667,592573
Sialkot City,32.4925,74.5311,591668
Vladivostok,43.1150,131.8853,591628
Luocheng,30.9900,104.2500,591115
Pereira,4.8143,-75.6946,590554
Gaza,31.5069,34.4560,590481
Reynosa,26.0922,-98.2778,589466
Zahedan,29.5025,60.8558,587730
Essen,51.4508,7.0131,586608
Cimahi,-6.8712,107.5548,586580
Wenlan,23.3961,103.3649,585976
Itabashi,35.7667,139.6833,584483
Shah Alam,3.0667,101.5500,584340
Suginami-ku,35.6994,139.6364,583609
Jaboatao dos Guararapes,-8.1128,-35.0150,581556
Vilnius,54.6872,25.2800,581475
Kingston,17.9714,-76.7931,580000
Al Mafraq,32.3399,36.2052,580000
At Ta'if,21.2667,40.4167,579970
Port Sudan,19.6158,37.2164,579942
Nha Trang,12.2450,109.1917,579000
Tuxtla,16.7528,-93.1167,578830
Bakersfield,35.3529,-119.0359,578542
Dehra Dun,30.3450,78.0290,578420
Bremen,53.0758,8.8072,577026
Fu'an,27.1000,119.6333,577000
Mymensingh,24.7504,90.3800,576927
Hachioji,35.6664,139.3160,575721
Iloilo,10.7200,122.5700,574000
Puente Alto,-33.6167,-70.5667,573935
Botou,38.0833,116.5833,573842
Rabat,34.0209,-6.8416,572717
Sincan,39.9594,32.5767,572609
Kabinda,-6.1300,24.4800,572000
Kottayam,9.5916,76.5222,571856
Kahramanmaras,37.5833,36.9333,571266
Shibin al Qanatir,30.3127,31.3202,570868
Tonala,20.6167,-103.2333,569913
Abu Hummus,31.0931,30.3142,569157
Irbid,32.5500,35.8500,569068
Jin'e,29.3394,105.2875,568900
Macau,22.2006,113.5461,568700
Xinxing,39.8667,124.1500,568566
Surrey,49.1900,-122.8489,568322
Yaroslavl,57.6167,39.8500,567443
Qionghu,28.9450,112.5980,567159
Dresden,51.0500,13.7400,566222
Xinmin,41.9970,122.8230,565634
New Haven,41.3113,-72.9246,565056
Antwerp,51.2178,4.4003,565039
Kuiju,36.8667,119.4000,564501
Asansol,23.6800,86.9900,563917
Bokaro Steel City,23.6700,86.1500,563417
Jieshou,33.2570,115.3746,561956
Bello,6.3333,-75.5667,561955
Kolhapur,16.6917,74.2333,561489
Wencheng,19.6170,110.7551,560894
Miluo Chengguanzhen,28.7610,113.1600,560725
Lanxi,29.2080,119.4580,560514
Zhenzhou,32.2723,119.1848,560258
Des Moines,41.5725,-93.6105,560170
Nava Raipur,21.1610,81.7870,560000
Gaizhou,40.4000,122.3500,559271
Leling,37.7300,117.2320,559166
Genoa,44.4072,8.9340,558745
Ensenada,31.8578,-116.6058,557430
Herat,34.3419,62.2031,556205
Uyo,5.0333,7.9275,554906
Hamadan,34.8064,48.5161,554406
Chiclayo,-6.7630,-79.8366,552508
Surakarta,-7.5667,110.8167,552118
Ajmer,26.4499,74.6399,551101
Braunschweig,52.2667,10.5167,551000
Nanded,19.1500,77.3000,550439
Wuhai,39.6550,106.7940,550000
Palma,39.5667,2.6500,550000
Rustenburg,-25.6667,27.2428,549575
Amravati,20.9258,77.7647,549370
Lisbon,38.7122,-9.1340,548703
Yanji,42.9000,129.5000,548700
The Hague,52.0800,4.3100,548320
Hannover,52.3667,9.7167,548186
Sevastopol,44.6050,33.5225,547820
Palm Bay,27.9631,-80.6593,547659
Manchester,53.4790,-2.2452,547627
Nellore,14.4431,79.9861,547621
Poznan,52.4083,16.9336,546859
Ibague,4.4333,-75.2333,546003
Wancheng,18.8000,110.4000,545992
Tomsk,56.5000,84.9667,545391
Sungai Petani,5.6497,100.4793,544851
Xinshi,31.1333,113.1167,544843
Kemerovo,55.3667,86.0667,544600
Naberezhnyye Chelny,55.6833,52.3167,544383
Valledupar,10.4833,-73.2500,544134
Muntinlupa City,14.3800,121.0500,543445
K'ebri Beyah,9.0833,43.0833,543272
Luofeng,37.3590,120.3960,543127
Ghulja,43.9000,81.3500,542507
Ixtapaluca,19.3186,-98.8822,542211
Fuding,27.2000,120.2000,542000
Heroica Matamoros,25.8797,-97.5042,541979
Mbeya,-8.9000,33.4500,541603
An Nasiriyah,31.0439,46.2575,541600
Al Hillah,32.4833,44.4333,541034
Lingyuan,41.2500,119.4000,540832
Juiz de Fora,-21.7642,-43.3503,540756
Guixi,28.2925,117.2454,540572
City of Calamba,14.2200,121.1700,539671
Sao Jose dos Campos,-23.1789,-45.8869,539313
Akron,41.0798,-81.5219,538659
El Geneina,13.4500,22.4400,538390
Contagem,-19.9319,-44.0539,538017
Santa Cruz,28.4667,-16.2500,538000
Agadir,30.4214,-9.5831,538000
Orenburg,51.7833,55.1000,536862
Nilufer,40.2833,28.9500,536365
Leeds,53.7975,-1.5436,536280
Kassala,15.4500,36.4000,536009
Aksu,41.1850,80.2904,535657
Salta,-24.7833,-65.4167,535303
Dispur,26.1397,91.7925,534872
Gulbarga,17.3290,76.8250,533587
Nansana,0.3639,32.5286,532800
Kimhae,35.2342,128.8811,531966
Novokuznetsk,53.7667,87.1333,531186
Beira,-19.8333,34.8500,530604
Balashikha,55.8167,37.9667,530311
Yazd,31.8822,54.3397,529673
Ardabil,38.2517,48.2975,529374
Touba,14.8667,-15.8833,529176
Bikaner,28.0167,73.3119,529007
Gaobeidian,39.3270,115.8740,528903
Mixco,14.6331,-90.6064,527828
Himeji,34.8167,134.6833,527596
Bandar `Abbas,27.1961,56.2878,526648
Nuremberg,49.4539,11.0775,526091
Concord,37.9722,-122.0016,525233
Van,38.4942,43.3800,525016
Port Said,31.2625,32.3061,524433
Koto-ku,35.6667,139.8167,523419
Ciudad Apodaca,25.7817,-100.1886,523370
Kitchener,43.4186,-80.4728,522888
Agartala,23.8314,91.2869,522613
Soacha,4.5872,-74.2214,522442
Buca,38.3500,27.1667,522404
Maipu,-33.5167,-70.7667,521627
Arak,34.0914,49.6933,520944
Lyon,45.7600,4.8400,520774
Tultitlan de Mariano Escobedo,19.6450,-99.1694,520557
Ryazan,54.6300,39.7425,520509
Meknes,33.8950,-5.5547,520428
Luanzhou,39.7410,118.7040,520102
Al Fayyum,29.3000,30.8333,519047
Utsunomiya,36.5550,139.8825,518197
Sheffield,53.3808,-1.4703,518090
Chanda,19.9500,79.2970,518000
Suez,29.9667,32.5333,516959
